rand,setID,id,collection,dc.audience,dc.contributor,dc.contributor.advisor,dc.contributor.editor,dc.contributor.sponsor,dc.creator,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.updated,dc.description.abstract[en],dc.description.sponsorship[en],dc.description.tableofcontents[en],dc.description[en],dc.format.extent[en],dc.format.medium[en],dc.format.mimetype,dc.identifier.citation[en],dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.other,dc.identifier.uri,dc.identifier.url,dc.language.iso,dc.provenance,dc.publisher,dc.relation.ispartof[en],dc.relation.ispartofseries,dc.relation.ispartofseries[en],dc.relation.uri[en],dc.rights.requestable[en],dc.rights.uri,dc.rights[en],dc.subject.lcsh[en],dc.subject[en],dc.title.alternative[en],dc.title[en],dc.type[en],local.department[en],local.embargo.lift,local.embargo.terms,,Verbs,Relevance,ActivityType
4,940,365b727c-58b4-42e4-8a91-b947f7f180b2,1969.1/93296,,,,,,"Friedman, Mike||Chen, Hsin-Chin||Vaid, Jyotsna",2016-08-16T03:32:38Z,2016-08-16T03:32:38Z,,2006,,"Peng and Nisbett (1999) claimed that members of Asian cultures show a greater preference than Euro-Americans for proverbs expressing paradox (so-called dialectical proverbs; e.g., Too humble is half proud). The present research sought to replicate this claim with the same set of stimuli used in Peng and Nisbett’s Experiment 2 and a new set of dialectical and nondialectical proverbs that were screened to be comparably pleasing in phrasing. Whereas the proverbs were rated as more familiar
and (in Set 1) more poetic by Chinese than by American participants, no group differences were found in relation to proverb dialecticality. Both the Chinese and Americans in our study rated the dialectical proverbs from Peng and Nisbett’s study as more likable, higher in wisdom, and higher in poeticality than the nondialectical proverbs. For Set 2, both groups found the dialectical proverbs to be as likable, wise, and poetic as the nondialectical proverbs. When poeticality was covaried out, dialectical proverbs were liked better than nondialectical proverbs across both stimulus sets by the Chinese and the
Americans alike, and when wisdom was covaried out, the effect of dialecticality was reduced in both sets and groups. Our findings indicate that caution should be taken in ascribing differences in proverb preferences solely to cultural differences in reasoning.",,,,,,,,,,,,http://hdl.handle.net/1969.1/157536,,en_US,,,,,,,,,,,proverbs||aesthetic judgments||culture||dialectical reasoning||Chinese,,Proverb preferences across cultures: Dialecticality or poeticality?,Article,Psychology,,,,,,Applied
4,946,5f81bb0d-d543-4474-8cc7-872473fdb789,1969.1/93296,,,,,,"Herbert, Bruce E.",2015-06-26T21:52:06Z,2015-06-26T21:52:06Z,,2015-06-26,,"New, web-based tools and services are being developed that can enhance the visibility of faculty research, enrich their scholarly identity, and support the discovery of potential collaborators.  The Texas A&M University Libraries is designing several integrated tools that create unique identifiers for scholars, harvesting the metadata associated with their scholarly work, develop semantic web applications and databases that allow the visualization of researcher profiles, and organize metrics of scholarly impact.  These systems include VIVO, ORCIDs, PlumX, and our institutional repositories.",,,,,,,,,,,,http://hdl.handle.net/1969.1/154420,,en_US,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal,,"Information technology, knowledge management, researcher profile systems,",,"Identity, Collaboration, and Impact: Enhancing Research With Open, Integrated Digital Systems.",Presentation,University Libraries,,,,,,Applied
4,952,6006fd04-e9f7-487a-bd12-dc71a153d32e,1969.1/93296,,,,,,"Firat, Bilge",2016-12-11T23:15:30Z,2016-12-11T23:15:30Z,,2016-11,,"The European Union's (EU) accession negotiations with Turkey attract a lot of attention from all over Europe to the European Parliament, which serves as a modern agora wherein interests, information, and influence frequently exchange hands. Fine negotiations over what is important to European publics and powerful interests in and outside of the EU are revealed in amendments to sequential drafts of parliamentary reports; these take place through formal and informal communicative channels via lobbying. Complementing ethnographic observations with analysis of EU documents at different stages, I argue that political documents are a means for and contribute largely to bureaucratic politics in both the EU and Turkey, and actors increasingly rely on them to sustain communication between otherwise reluctant parties while maintaining an enduring demand for their expertise.",Wenner Gren Foundation,,,,,,,10.1111/plar.12189,,,,http://hdl.handle.net/1969.1/158352,,en_US,,Wiley,,Political and Legal Anthropology Review;39,,,,,,,bureaucratic politics; documents; European Parliament; lobbying; Turkey,,Political Documents and Bureaucratic Entrepreneurs: Lobbying the European Parliament during Turkey’s EU Integration,Article,International Studies,,,,,,Applied
4,970,424b797e-3c9b-4e7d-8e54-d29461e943d8,1969.1/93296,,,,,,"McRoberts, Brent||Nielsen-Gammon, John",2016-10-28T23:34:31Z,2016-10-28T23:34:31Z,,2016-10-28,,"The future of ecosystems in the Big Bend region of the Chihuahuan Desert largely depends on the response to future droughts. Most of the precipitation in the region falls in the 6-month period from May to October due in large part to the Southwestern United States monsoon. There is considerably less interannual variability in precipitation during these 6 months than in the rest of the year. The interannual variations tend to occur simultaneously throughout the region, indicating that drought is a regional-scale rather than a local-scale phenomenon despite the hit-or-miss nature of summertime convection.
There is uncertainty in the future of precipitation in the region, but the interannual variability of precipitation is expected to far outweigh any change in the long-term trend. However, future temperatures are expected to significantly increase, so past precipitation and temperature records were examined to determine periods that would serve as analogs for drought in a warmer overall environment. The identification of analogs relies in part on a detailed assessment of station metadata to assess the quality of their precipitation and temperature records. There is a greater availability of quality precipitation records in the region than temperature records, which are more influenced by changes in the land surrounding an observation site.
Several future drought analogs were identified for the region. Most of the analogs occurred in the late 1990s or early 2000s. It is likely that some future droughts will occur with temperatures well beyond what has previously been observed in the area.",World Wildlife Fund,,,,,,,,,,,http://hdl.handle.net/1969.1/158246,,en_US,,,,,,,,http://creativecommons.org/licenses/by-nd/3.0/us/,Attribution-NoDerivs 3.0 United States,,,,Historic and Future Droughts in the Big Bend Region of the Chihuahuan Desert,Technical Report,Atmospheric Sciences,,,,,,Applied
4,988,11e9f003-dd5c-45db-b450-03c8a9861183,1969.1/93296,,,,,,"Towne, Samuel D||Smith, Matthew Lee||Ory, Marcia G",2014-11-20T23:40:08Z,2014-11-20T23:40:08Z,,2014-06-09,,"Despite recommendations for cancer screening for breast and colorectal cancer among the Medicare population, preventive screenings rates are often lower among vulnerable populations such as the small but rapidly growing older American Indian and Alaska Native (AIAN) population. This study seeks to identify potential disparities in the availability of screening services, distance to care, and the utilization of cancer screening services for Medicare beneficiaries residing in areas with a higher concentration of AIAN populations.

Using the county (n =3,225) as the level of analysis, we conducted a cross-sectional analysis of RTI International’s Spatial Impact Factor Data (2012) to determine the level of disparities for AIAN individuals. The outcomes of interest include: the presence of health care facilities in the county, the average distance in miles to the closest provider of mammography and colonoscopy (analyzed separately) and utilization of screening services (percent of adults aged 65 and older screened by county).

Counties with higher concentrations of AIAN individuals had greater disparities in access and utilization of cancer screening services. Even after adjusting for income, education, state of residence, population 65 and older and rurality, areas with higher levels of AIAN individuals were more likely to see disparities with regard to health care services related to mammograms (p ≤ .05; longer distance, lower screening) and colonoscopies (p ≤ .05; longer distance, lower screening).

These findings provide evidence of a gap in service availability, utilization and access facing areas with higher levels of AIAN individuals throughout the US. Without adequate resources in place, these areas will continue to have less access to services and poorer health which will be accelerated as the population of older adults grows.
Keywords:
American Indian; Alaska Native; Cancer; Rural; Disparities; Ecological analysis",The open access fee for this work was funded through the Texas A&M University Open Access to Knowledge (OAK) Fund.,,,,,,Towne et al. : Geographic variations in access and utilization of cancer screening services: examining disparities among American Indian and Alaska Native Elders. International Journal of Health Geographics 2014 13 :18.,,,,,http://dx.doi.org/10.1186/1476-072X-13-18||http://hdl.handle.net/1969.1/152283,,en_US,,BioMed Central Ltd.,,,,,false,http://creativecommons.org/licenses/by/3.0/us/,Attribution 3.0 United States,,American Indian||Alaska Native||Cancer||Rural||Disparities||Ecological analysis,,Geographic variations in access and utilization of cancer screening services: examining disparities among American Indian and Alaska Native Elders,Article,Other,,,,,,Applied
4,1006,16413ef8-ec1a-437a-a6bc-17373cefb1ff,1969.1/93296,,,,,,"Bassichis, William",2013-01-29T17:23:25Z,2013-01-29T17:23:25Z,,2013-01-29,,"Many springs do not obey Hooke's Law because they are constructed to have an intrinsic tension which must be overcome before normal elongation occurs. This property, well-known to engineers, is universally neglected in elementary physics courses. In fact it can be used to enhance learning and to deepen understanding of potential energy.",,,,,,,,,,,,http://hdl.handle.net/1969.1/147613,,en_US,,,,,,,false,,,,Springs||Initial Tension||Potential Energy,,Learning From Real Springs,Article,Physics and Astronomy,,,,,,Applied
4,1018,9fcbb1e3-2739-43ce-8a8b-0540c4403c04,1969.1/93296,,,,,,"Stough, Laura",2015-06-28T20:01:34Z,2015-06-28T20:01:34Z,,2015-06,,"The World Report on Disability relates concerns about the experiences of individuals with intellectual disability in disaster situations.
Disaster planning related to people with intellectual disability needs to consider that (1) they experience disproportionate
risk in disaster situations, (2) they are often excluded from relief processes and are disadvantaged in disaster support situations,
(3) they may need specialized disability-related supports, (4) they often have needs for assistive technology and special rehabilitative
services, (5) family and community networks are important supports in disaster situations, and (6) during recovery,
rebuilding should be inclusive and include disability needs. Thus, people with intellectual disabilities are more likely to need
additional assistance during evacuation, experience more tangible losses during disaster, and require more intensive support in
the recovery phase following disaster. Enabling access to mainstream systems and services, improving human resource capacity,
and providing adequate funding for recovery and disaster mitigation are strategies to increase disaster resilience for individuals
with intellectual disabilities. Costa Rica is one country that has designed emergency disaster management policies and incorporated
disability rights policies that cut across governmental functions and promote interagency cooperation. Having such policy
structures and legislative supports are advantageous for people with intellectual disability, whose support needs often cut across
different functional areas.",,,,,,,"Stough, L. M. (2015). World Report on Disability, Intellectual Disabilities, and Disaster Preparedness: Costa Rica as a Case Example. Journal Of Policy & Practice In Intellectual Disabilities, 12(2), 138-146. doi:10.1111/jppi.12116",doi:10.1111/jppi.12116,,,,http://hdl.handle.net/1969.1/154421,,en_US,,Journal of Policy and Practice in Intellectual Disabilities,,,,,,,,,Costa Rica||Convention on the Rights of Persons with Disabilities||disaster||intellectual disability||disaster preparedness,,"World Report on Disability, Intellectual Disabilities, and Disaster Preparedness: Costa Rica as a Case Example",Article,Educational Psychology,,,,,,Applied
4,1024,2c7daa44-2e20-4c93-96d5-b6b626492ee6,1969.1/93296,,,,,,"Stough, Laura M.||Aguirre-Roy, Ana Ruth",2017-06-23T16:52:30Z,2017-06-23T16:52:30Z,,1997-09,,"Special education services in Costa Rica, Central America, have been affected by factors that most developing countries confront:  shortages of trained personnel, the geographic isolation of a large sector of the population, and severe economic limitations.  Despite these challenges, services for students with learning disabilities in Costa Rica have rapidly expanded in the last 15 years through the development of resource rooms, recargo classrooms, and itinerant teacher delivery systems.  The history and evolution of special education services in Costa Rica are described, along with critical issues that impede the expansion of educational services to students with learning disabilities, particularly in rural areas.",,,,,,,"Stough, L. M., & Aguirre-Roy, A. R. (1997). Learning disabilities in Costa Rica: Challenges for ""an army of teachers."" Journal of Learning Disabilities, 30(5), 566-571.",10.1177/002221949703000513,,,,http://hdl.handle.net/1969.1/160509,,en_US,,,,,,,,,,,"disabilities, Costa Rica, Central America, teacher training",,"Learning Disabilities in Costa Rica: Challenges for an ""Army of Teachers""",Article,Educational Psychology,,,,,,Applied
4,1030,6810d2b0-0b13-495c-9f39-c202fa0710ad,1969.1/93296,,,,,,"Michalek, Andrea||Herbert, Bruce||Parkhill, Marianne",2015-08-15T11:43:25Z,2015-08-15T11:43:25Z,,2015-08-15,,"A presentation on the design and implementation of a new researcher profile system at Texas A&M University that includes VIVO, ORCIDs, and PlumX",,,,,,,,,,,,http://hdl.handle.net/1969.1/154792,,en_US,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal,,"Researcher information systems, VIVO, altmetrics",,Leverage Your VIVO Profiles with Modern Metrics to Tell the Stories of Your Research,Presentation,University Libraries,,,,,,Applied
4,1066,d0800cb7-01ad-46ad-a631-4d399fe00888,1969.1/93296,,,,,,"Goodwin, Susan||Budzise-Weaver, Tina",2014-10-17T19:26:41Z,2014-10-17T19:26:41Z,,2012-07,,"In our ongoing effort to foster a culture of customer service
excellence, Texas A&M University Libraries uses LibQUAL+ to conduct
annual reviews of service quality as measured by those who matter most; our
patrons. This yearly practice reflects our belief that, “only customers judge
quality … [and that] … all other judgments are essentially irrelevant.”
(Zeithaml, Parasuraman, and Berry, 2006). In an attempt to apply this
philosophy to library instruction the authors examined approximately 25,000
post-instruction questionnaires collected from undergraduate and graduate
students between 2005 and 2010. Free-text comments from the questionnaires
were transferred to ATLAS.ti and the data was coded to identify common
themes, patterns and issues across a range of demographics.
This study had two aims. Our first objective was to capitalize on the rich source
of qualitative data that student feedback provides as a basis for the development
of instructional training programs. This is in contrast to the typical situation in
which librarians, reflecting in isolation, seek to improve only their own
instruction sessions. Using student feedback at a programmatic level, however,
introduces a new dynamic; peer-to-peer learning. This simple initiative, we
argue, takes the use of qualitative data to a new level and, in doing so,
represents a significant advance in the training and development of instruction
librarians. Our second objective was to expand and enrich the discourse on the
scholarship of teaching within bibliographic instruction. We feel there should be
a greater consideration within the literature of other voices, especially those of
our students.",,,,,,,,,,2241-1925,,http://hdl.handle.net/1969.1/152224,,en_US,,ISAST,,,,,false,,,,Library Instruction||Assessment||Student Feedback||Questionnaires||ATLAS.ti||Qualitative Research||Academic Libraries||Students||Customer Service,,Listening to Our Students: Enhancing Library Instruction Through a Qualitative Assessment of Student Feedback,Article,University Libraries,,,,,,Applied
4,1090,4a42c017-b034-45ce-ba94-d27a47be0dbf,1969.1/93296,,,,,,"Herbert, Bruce||Budzise-Weaver, Tina||Green, Sheila||Meador, Arwen",2017-05-23T16:14:48Z,2017-05-23T16:14:48Z,,2017-05-23,,"Scholars@TAMU is a new research information management system (RIM) at Texas A&M that compiles scholarly expertise profiles for faculty and other research investigators to improve the discoverability of scholarly expertise, enhance the scholarly identity of researchers and facilitating new research collaborations.  Scholars@TAMU serves as system of record for academic reputation at Texas A&M by harvesting publicly available research data (e.g., grants and publications), and restricted/proprietary data from disparate sources into compiled expertise profiles for faculty, investigators, scholars, clinicians, community partners, and facilities.

We have used the concept of sociotechnical systems to guide the development of library services that use Scholars@TAMU for different disciplinary communities. Describing Scholars@TAMU as a socio-technical system highlights the interaction between people and the RIM, especially in the context of Texas A&M organizations and work places.  The Office of Scholarly Communications is collaborating with subject liaisons librarians serving the College of Medicine, the Performance Studies Department, and the School of Public Health. While all three departments are broadly interested in scholarly impact and reputations, the varied norms of the disciplines as well as the specific goals of the faculty and organizations required us to develop different services as well as adapt Scholars@TAMU and the data contained in the faculty profiles for each organization.

This presentation will describe the use cases identified in three disciplinary communities at Texas A&M broadly focused on scholarly and societal impact, as well as the contextualize programs that were developed to meet these needs.",,,,,,,,,,,,http://hdl.handle.net/1969.1/160332,,en_US,,,,,,,,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,Attribution-NonCommercial-ShareAlike 3.0 United States,,researcher profile systems||scholarly and societal impact||sociotechnical systems,,"Scholars@TAMU, an Integrated Research Information Management System, as Sociotechnical System: Contextualized Use Cases for Different Disciplinary Communities",Presentation||Other,University Libraries,,,,,,Applied
4,1096,0fbe7767-1077-49ae-a9f4-e3cdab27a8ca,1969.1/93296,,,,,,"Attia, Shady||Beltran, Liliana||De Herde, Andre||Hensen, Jan",2017-06-05T06:09:04Z,2017-06-05T06:09:04Z,,2009,,"A wide range of scientifically validated Building Performance Simulation tools BPS is available internationally. The users of those tools are mainly researchers, physicists and experts who value empirical validation, analytical verification and calibration of uncertainty as defined by e.g. BESTEST. However, literature and comparative surveys indicate that most architects who use
BPS tools in design practice are much more concerned with the (1) Usability and Information Management (UIM) of interface and (2) the Integration of Intelligent design Knowledge-Base (IIKB). Those two issues are the main factors for identifying a building simulation program as “Architect Friendly”. Now, with the advancement of BPS tools and the recent announcements of direct links between BIM or non-BIM modeling tools and BPS tools it is important to compare the existing programs. Based on an online survey, this paper presents the results of comparing ten major BPS tools. The following programs are compared: ECOTECT, HEED, Energy 10, Design Builder, eQUEST, DOE-2, Green Building Studio, IES VE, Energy Plus and Energy Plus-SketchUp Plugin (OpenStudio). With 249 valid responses, the survey ranked the tools in three classes and revealed that architects seek the IIKB above the UIM of the interface. Finally, the paper summarizes the key findings and underlines the major requirements for future improvement and development of BPS tools, mainly from an architectural perspective.",,,,,,,"S. Attia, L. Beltrán, A. De Herde and J. Hensen.  2009.  ""Architects Friendly: A Comparison of Ten Different Building Energy Simulation Programs."" Proceedings of IBPSA 2009, Building Simulation Conference, Glasgow, Scotland, pp. 204-211 (July 27-30)",,,,,http://hdl.handle.net/1969.1/160493,,en,,IBPSA,,,,,,,,,Architecture||Simulation tools||Energy efficiency,,Architects Friendly: A Comparison of Ten Different Building Energy Simulation Programs,Article,Architecture,,,,,,Applied
4,1102,ce395e89-97e1-42fe-8ccb-6d0a316b534c,1969.1/93296,,,,,,"Attia, Shady||Hensen, Jan||Beltran, Liliana||De Herde, Andre",2017-06-18T00:15:48Z,2017-06-18T00:15:48Z,,2012,,"This paper summarizes a study undertaken to reveal potential challenges and opportunities for using building performance simulation (BPS) tools. The paper reviews current trends in building simulation and outlines major criteria for BPS tools selection and evaluation based on analyzing user’s needs for tools capabilities and requirement specifications. The research is carried out by means of a literature review and two online surveys. The findings are based on an inter-group comparison between architects and engineers’. The aim is to rank BPS tools selection criteria and compare ten state-of-the-arts BPS tools in the USA market. Five criteria are composed to stack up against theories and practices of BPS. Based on the experience gained during the survey, suggested criteria are critically reviewed and tested. The final results indicate a wide gap between architects and engineers priorities and tools ranking. This gap is discussed and suggestions for improvement of current tools are presented.",,,,,,,"Attia, S. G., Hensen, J. L. M., Beltran, L., & De Herde, A. (2012). Selection criteria for building performance simulation tools : contrasting architects' and engineers' needs. Journal of Building Performance Simulation, 5(3), 155-169",10.1080/19401493.2010.549573,,,,http://hdl.handle.net/1969.1/160505,,en_US,,Taylor and Francis Group,,,,,,,,,building performance simulation||selection criteria||comparison||architect||engineer||survey,,Selection Criteria for Building Performance Simulation Tools: Contrasting Architects and Engineers Needs,Article,,,,,,,Applied
4,1132,7ee7305d-c91a-4aff-acec-e2b334f036b7,1969.1/93296,,,,,,"Wang, D.||Singh, V. P.||Wu, J. C.||Chen, X.||Chen, Y. F.||Tong, X.",2017-10-18T14:05:56Z,2017-10-18T14:05:56Z,,2015-04,,"Three Archimedean copulas were employed to model annual maximum flood peak data of different lengths. Estimation methods based on ranks were employed for parameter estimation. Marginals were modeled with the generalized extreme value (GEV) distribution. Then, uncertainty in modeling results was investigated with the change in data length. The joint and conditional return periods were also analyzed with the selected copula model to see how it varied with data length. Results showed that the accuracy of modeling deteriorated with the decrease in data length and that the best-fitting copula model depended on the data length. The uncertainty of modeling results may be due to the uncertainty of the flow itself when the data length is shortened. The data length has a negative effect not only on copula modeling but may also have an adverse effect on the marginal, which is an important factor when using a copula model to do bivariate analysis. (C) 2014 American Society of Civil Engineers.",,,,,,,"Tong, X., Wang, D., Wu, J. C., Singh, V. P., Chen, X., & Chen, Y. F. (n.d). Impact of Data Length on the Uncertainty of Hydrological Copula Modeling. Journal Of Hydrologic Engineering, 20(4),",,,,,http://hdl.handle.net/1969.1/164624,,en_US,,ASCE-AMER SOC CIVIL ENGINEERS,,,,,,,,,FREQUENCY-ANALYSIS||RETURN PERIOD||MULTIVARIATE||DISTRIBUTIONS||SIMULATION||DEPENDENCE||DROUGHTS||DESIGN||INDEX||Archimedean copulas||Hydrological time series||Data length||Uncertainty,,Impact of Data Length on the Uncertainty of Hydrological Copula Modeling,Article,,,,,,,Applied
4,1168,19394428-e78e-4624-a307-497c66a2fa96,1969.1/93296,,,,,,"Goyal, Manish Kumar||Singh, Vishal",2017-10-19T15:19:59Z,2017-10-19T15:19:59Z,,2017-06-01,,"Hydrologic models are not able to compute unsteady flood flows, and the hydraulic models are sometimes found less effective in uncertainty estimation in the modeling outcomes. This study presents a coupled modeling framework to analyze the unsteady flows in the downstream of the Teesta and Lachung Rivers using hydrodynamic and hydrological models. The present approach leads to unsteady flow simulations along stream channel reach. Soil andWater Assessment Tool (SWAT) model is used for the projection of streamflow, water depth, and precipitation at various gauged and ungauged locations over the selected catchment using Coupled Model Intercomparison Phase 5 (CMIP5) CM3 model data sets with their representative concentration pathway (RCP) experiments and observed hydrometeorological data. SWAT-based projected scenarios are incorporated in the hydrodynamic model for the projection of water level, flood discharge, and flooded area at different sections in the downstream of the Teesta and Lachung Rivers. Using projected flood flows and water-level data, the rating curve equations have been developed at the outlets such as Chungthang and Lachung. The study outcomes resulting from both models show a very good agreement between the simulated streamflow and observed streamflow at the outlet locations. The uncertainties can also be associated in the modeling outcomes. Thus, a statistical-cum-stochastic downscaling method has been applied to downscale the CMIP5 CM3 model-based meteorological variables (e.g., temperature and precipitation). The modeling errors prior to project streamflow have been adjusted using a sequential parameter fitting approach (SUFI2). The hydrodynamic model-based projected unsteady flood flows are found highly uncertain in the downstream portion of both rivers, and thus several extreme flood peaks have been observed in the final outcomes. The observations show that the water velocities have increased in the projected scenarios (recorded as 8.5 m/s), as compared to historical scenarios (6.5 m/s). Using projected time series discharge and water level (stage), the rating curve equations, which have been developed as per the low to extreme emission scenarios, can be used in the future planning and management of the water resources systems.",,,,,,,,10.1061/(ASCE)HE.1943-5584.0001530,,1084-0699,,http://hdl.handle.net/1969.1/164679,,en_US,,,,,,,,,,,Hydrodynamic model||Soil and water assessment tool (SWAT)||Coupled model intercomparison phase 5 (CMIP5) CM3 GCM||Rating curves||Design flow||Teesta river,,Unsteady High Velocity Flood Flows and the Development of Rating Curves in a Himalayan Basin under Climate Change Scenarios,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,Applied
4,1174,b6241a45-2340-41bf-8430-f0235aa6e0b0,1969.1/93296,,,,,,"Hao, Zengchao||Singh, Vijay P.",2017-10-19T16:15:16Z,2017-10-19T16:15:16Z,,2015-04-15,,"Entropy is a measure of uncertainty and has been commonly used for various applications, including probability inferences in hydrology. Copula has been widely used for constructing joint distributions to model the dependence structure of multivariate hydrological random variables. Integration of entropy and copula theories provides new insights in hydrologic modeling and analysis, for which the development and application are still in infancy. Two broad branches of integration of the two concepts, entropy copula and copula entropy, are introduced in this study. On the one hand, the entropy theory can be used to derive new families of copulas based on information content matching. On the other hand, the copula entropy provides attractive alternatives in the nonlinear dependence measurement even in higher dimensions. We introduce in this study the integration of entropy and copula theories in the dependence modeling and analysis to illustrate the potential applications in hydrology and water resources.",,,,,,,,10.3390/e17042253,,1099-4300,,http://hdl.handle.net/1969.1/164688,,en_US,,,,,,,,,,,Entropy||Copula||Joint Distribution||Multivariate distribution||Dependence,,Integrating Entropy and Copula Theories for Hydrologic Modeling and Analysis,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,Applied
4,1186,9cecc93f-e4ee-4110-a752-fc15cabdd335,1969.1/93296,,,,,,"Adrian, D.D.||Bengtsson, L.||Deng, Z. Q.||Singh, V. P.",2017-10-19T14:29:24Z,2017-10-19T14:29:24Z,,2002-10-01,,"Using a new channel shape equation for straight channels and a more versatile channel shape or local flow depth equation for natural streams a method is developed for prediction of the longitudinal dispersion coefficient in single-channel natural streams, including straight and meandering ones. The method involves derivation of a new triple integral expression for the longitudinal dispersion coefficient and development of an analytical method for prediction of this coefficient in natural streams. The proposed method is verified using 70 sets of field data collected from 30 streams in the United States ranging from straight manmade canals to sinuous natural rivers. The new method predicts the longitudinal dispersion coefficient, where more than 90% calculated values range from 0.5 to 2 times the observed values. The advantage of the new method is that it is capable of accurately predicting the longitudinal dispersion coefficient in single-channel natural streams without using detailed dye concentration test data. A comparison between the new method and the existing methods shows that the new method significantly improves the prediction of the longitudinal dispersion coefficient.",,,,,,,,10.1061/(ASCE)0733-9429(2002)128:10(901),,0733-9429,,http://hdl.handle.net/1969.1/164669,,en_US,,,,,,,,,,,Wave dispersion||Streams||Channel flow||Coefficients,,Longitudinal Dispersion Coefficient in Single-Channel Streams,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,Applied
4,1192,11eb30c4-edd4-4e7f-95be-317650e25069,1969.1/93296,,,,,,"Algenio, Emilie",2017-11-06T18:32:58Z,2017-11-06T18:32:58Z,,2002,,"This presents a project-planning guide for librarians new to electronic reserves. It articulates an ideal process, organized into three major steps: research, implementation, and evaluation. Within the first step, all of the following topics are covered: people, equipment, campus dynamics, and copyright. Using a Socratic method, questions are posed to the reader, covering the essential issues. The goal is to assist the reader in determining how to begin and where to start.",,,,,,,"Algenio, Emilie R. “A How-To Guide for Electronic Reserves; Or, If I Knew Then What I Know Now.” Journal of Interlibrary Loan, Document Delivery & Information Supply 12: 3 (2002): 1-12.",http://www.tandfonline.com/doi/abs/10.1300/J110v12n03_01,,,,http://hdl.handle.net/1969.1/164814,,en_US,,Taylor & Francis LLC,,,,,,,,,"Guide, electronic reserves, research, implementation, evaluation, copyright, staffing, campus climate, equipment",,"A How-To Guide for Electronic Reserves: Or, If I Knew Then What I Know Now",Article,University Libraries,,,,,,Applied
4,1204,1f80d64a-a449-4329-abf2-41fd2010d50f,1969.1/93296,,,,,,"Li, Chao||Singh, Vijay P.||Mishra, Ashok K.",2017-09-09T08:16:16Z,2017-09-09T08:16:16Z,,2013,,"River flow synthesizing and downscaling are required for the analysis of risks associated with water resources management plans and for regional impact studies of climate change. This paper presents a probabilistic model that synthesizes and downscales monthly river flow by estimating the joint distribution of flows of two adjacent months conditional on covariates. The covariates may consist of lagged and aggregated flow variables (synthesizing), exogenous climatic variables (downscaling), or combinations of these two types. The joint distribution is constructed by connecting two marginal distributions in terms of copulas. The relationship between covariates and distribution parameters is approximated by an artificial neural network, which is calibrated using the principle of maximum likelihood. Outputs of the neural network yield parameters of the joint distribution. From the estimated joint distribution, a conditional distribution of river flow of current month given the estimation of the previous month can be derived. Depending on the different types of covariate information, this conditional distribution may serve as the ‘‘engine’’ for synthesizing or downscaling river flow sequences. The idea of the proposed model is illustrated using three case studies. The first case deals with synthetic data and shows that the model is capable of fitting a nonstationary joint distribution. Second, the model is utilized to synthesize monthly river flow at four sample stations on the main stream of the Colorado River. Results reveal that the model reproduces essential evaluation statistics fairly well. Third, a simple illustrative example for river flow downscaling is presented. Analysis indicates that the model can be a viable option to downscale monthly river flow as well.",,,,,,,"Li, C., V. P. Singh, and A. K. Mishra (2013), Monthly river flow simulation with a joint conditional density estimation network, Water Resour. Res., 49, 3229–3242, doi:10.1002/wrcr.20146.",doi:10.1002/wrcr.20146,,,,http://hdl.handle.net/1969.1/162120,,,,American Geophysical Union,,,,,,,,,Streamflow||Downscaling (Climatology)||Distribution (Probability theory)||Neural networks (Computer science)||Maximum likelihood statistics,,Monthly river flow simulation with a joint conditional density estimation network,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,Applied
4,1210,53e8ce2f-e3ad-4129-b1f9-14ae4f27abbe,1969.1/93296,,,,,,"Hao, Z.||Singh, Vijay P.",2017-09-09T08:12:01Z,2017-09-09T08:12:01Z,,2013,,"Synthetic streamflows at different sites in a river basin are needed for planning, operation, and management of water resources projects. Modeling the temporal and spatial dependence structure of monthly streamflow at different sites is generally required. In this study, the maximum entropy copula method is proposed for multisite monthly streamflow simulation, in which the temporal and spatial dependence structure is imposed as constraints to derive the maximum entropy copula. The monthly streamflows at different sites are then generated by sampling from the conditional distribution. A case study for the generation of monthly streamflow at three sites in the Colorado River basin illustrates the application of the proposed method. Simulated streamflow from the maximum entropy copula is in satisfactory agreement with observed streamflow.",,,,,,,"Hao, Z., and V. P. Singh (2013), Modeling multisite streamflow dependence with maximum entropy copula, Water Resour. Res., 49, 7139–7143, doi:10.1002/wrcr.20523.",doi:10.1002/wrcr.20523,,,,http://hdl.handle.net/1969.1/162119,,,,American Geophysical Union,,,,,,,,,Entropy||Copula||Maximum entropy copula||Streamflow simulation,,Modeling multisite streamflow dependence with maximum entropy copula,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,Applied
